Company,Country,Board size,Average age,Average tenure,# Over life expectancy,# Women,Market cap ($m)
Dream Global Real Estate Investment Trust,Canada,7,53.4,4,0,1,789.96
"Innophos Holdings, Inc.",US,8,60.8,4.6,0,3,790.55
Encore Wire Corporation,US,6,62.8,16.3,1,0,791.33
PharMerica Corporation,US,9,63.6,6.7,0,1,791.41
"Barracuda Networks, Inc.",US,8,50.9,7.6,0,0,791.66
"Chart Industries, Inc.",US,7,64.6,7.6,0,1,791.72
"CareTrust REIT, Inc.",US,5,56,2,0,0,792.26
Pendragon plc,UK,9,55.4,9.9,0,2,792.42
Hersha Hospitality Trust,US,7,66,10.6,0,1,792.62
Federal Signal Corporation,US,9,63,6.9,0,3,792.64
Outotec Oyj,Finland,8,59.5,2.9,0,2,792.92
NuVista Energy Ltd.,Canada,9,59.8,8.6,0,0,793.69
Asanko Gold Inc.,Canada,6,55.2,4.8,0,0,794.04
"EAGLE PHARMACEUTICALS, INC.",US,7,62.9,5.3,0,0,795.11
"The Greenbrier Companies, Inc.",US,8,62.6,11.3,0,2,796.47
"Meridian Bancorp, Inc.",US,11,67.5,12,0,2,796.49
Canadian Energy Services & Technology Corp.,Canada,9,58.2,7,0,0,796.79
Lakeland Financial Corporation,US,13,57.4,10.8,0,1,797.27
"Gray Television, Inc.",US,8,66.9,17.4,2,3,797.75
Sun Hydraulics Corporation,US,8,62.6,10,0,1,799.4
Chatham Lodging Trust,US,8,71.9,6.1,3,0,799.58
"Momenta Pharmaceuticals, Inc.",US,8,63.8,8.6,0,2,799.93
KCOM Group plc,UK,6,55.3,5.7,0,1,799.98
"Merrimack Pharmaceuticals, Inc.",US,9,62,6.1,1,1,800.84
Unit Corporation,US,10,65.8,13.3,1,1,802.18
Scientific Games Corporation,US,11,65.1,6.8,0,2,804.61
Tricon Capital Group Inc.,Canada,7,69,4,0,1,805.26
Lookers plc,UK,9,57.2,6.6,0,1,805.36
"Engility Holdings, Inc.",US,9,64.7,2.7,0,1,805.92
Fuller Smith & Turner plc,UK,10,52.8,8,0,1,808.7
Genfit,France,5,58.6,6,0,1,809.09
Urstadt Biddle Properties Inc.,US,10,66.3,16,2,1,809.58
"Helix Energy Solutions Group, Inc.",US,8,62.8,11.1,0,1,809.71
Vastned Retail NV,Netherlands,4,55.5,3.8,0,2,809.9
AAR CORP.,US,11,66,10.7,0,0,811.72
First Commonwealth Financial Corporation,US,12,61.1,10.9,0,2,812.07
"HealthStream, Inc.",US,10,58.8,15.3,0,2,813.54
"Meridian Bioscience, Inc.",US,6,65.8,7.7,0,1,813.73
"Kraton Performance Polymers, Inc.",US,9,61.1,6,0,2,813.87
Alaris Royalty Corp.,Canada,7,62,7.1,0,1,815.38
Famous Brands Ltd,South Africa,12,57.3,9.3,2,1,816.1
Bonduelle,France,8,52,4.8,0,4,816.49
"Windstream Holdings, Inc.",US,9,58,4.6,0,2,818.64
"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",US,6,58.3,1.7,0,1,818.74
RHI AG,Austria,12,57.5,7.9,0,0,821.13
The Spectranetics Corporation,US,8,60,6.8,0,2,821.96
"ClubCorp Holdings, Inc.",US,10,53.9,5.6,0,1,822.37
Beneteau SA,France,10,58.5,4.6,0,2,825.48
Ixia,US,6,55.8,8.7,0,2,825.71
New Senior Investment Group Inc.,US,7,55.3,1.7,0,2,826.07
"Team, Inc.",US,8,61.6,7.9,0,1,826.27
"Nortek, Inc.",US,9,57.7,5.8,0,0,826.59
Bourbon,France,10,49.1,7,0,3,827.05
"TrueBlue, Inc.",US,8,59.9,6.9,0,2,831.37
Mantra Group Ltd,Australia,5,56.5,4,0,1,831.37
Orthofix International N.V.,US,7,58,3,0,1,831.65
"ZIOPHARM Oncology, Inc.",US,5,67.6,8.8,0,0,831.91
First Busey Corporation,US,12,67.5,19.7,1,1,831.97
"Berkshire Hills Bancorp, Inc.",US,15,62.6,6.1,0,2,832.03
Cincinnati Bell Inc.,US,9,62.7,8.1,0,2,837.25
"Genomic Health, Inc.",US,7,55,9,0,2,837.92
Maire Tecnimont S.p.A.,Italy,9,52.8,4.3,0,3,837.99
Neopost,France,10,58,7.9,0,3,838.08
"Barnes & Noble, Inc.",US,9,64.4,8,0,2,838.81
Denny's Corporation,US,10,59.5,8,0,3,840.24
Grivalia Properties Real Estate Investment Co.,Greece,11,43,6,0,0,840.46
Fortuna Silver Mines Inc.,Canada,7,59.7,8,0,0,840.91
"Merit Medical Systems, Inc.",US,8,68.9,16,0,1,840.99
Boise Cascade Company,US,10,59.4,2.1,0,1,843.21
"Cavco Industries, Inc.",US,5,57.6,10.2,0,0,843.8
"Standard Motor Products, Inc.",US,10,66.7,11.1,0,2,844.31
Monmouth Real Estate Investment Corporation,US,11,57.2,16.7,1,2,844.82
1st Source Corporation,US,11,59.6,14.2,0,1,845.27
Automotive Holdings Group Ltd,Australia,7,64.3,6,0,0,845.66
Eramet,France,19,57,6.2,0,7,851.45
"MiMedx Group, Inc.",US,9,68.8,6.3,0,0,853.38
Asaleo Care Ltd.,Australia,6,60.3,1.7,0,2,853.72
Eclipse Resources Corporation,US,9,54,4,0,0,853.87
Biglari Holdings Inc.,US,5,64.8,8,0,1,854.09
"Weight Watchers International, Inc.",US,10,57.5,9.3,0,2,854.11
"Pacific Biosciences of California, Inc.",US,9,64.9,6.6,0,2,854.25
"Heartland Financial USA, Inc.",US,9,62.2,12.9,0,0,855.56
"inContact, Inc.",US,7,65.4,12.6,1,0,856.28
"KULICKE AND SOFFA INDUSTRIES, INC.",US,6,62.7,6.3,0,1,856.5
M.video PJSC,Russia,13,50.1,4.5,0,0,858.73
Hunting plc,UK,7,62.9,9.6,0,1,860.25
Glaukos Corporation,US,8,54.3,6.8,0,1,860.3
"Wilshire Bancorp, Inc.",US,8,56.8,4.9,0,1,860.33
RCL Foods Limited,South Africa,11,53.4,6.5,2,1,861.53
"Cobalt International Energy, Inc.",US,10,61.8,6.2,0,1,863.35
Marshalls plc,UK,6,57.5,5.2,0,1,863.88
"Air Transport Services Group, Inc.",US,6,59.3,10.5,0,0,867.1
Infinity Property And Casualty Corporation,US,9,65.2,6.7,0,2,868.49
"Rush Enterprises, Inc.",US,7,61.4,13.6,0,0,869.03
Ensign Energy Services Inc.,Canada,9,64.8,16.8,0,1,869.38
Hosken Consolidated Investments Ltd,South Africa,9,54.9,10,2,2,870.55
Dominion Diamond Corp.,Canada,7,62.1,5.7,0,1,872.99
Polypipe Group plc,UK,6,54.8,3.2,0,1,873.37
"Lannett Company, Inc.",US,6,57.5,5.5,0,0,874.59
Petra Diamonds Ltd.,UK,8,59.6,7.8,0,1,875.1
Luminex Corporation,US,10,66.4,12.5,0,0,876.35
"Bob Evans Farms, Inc.",US,10,58.8,2.5,0,3,877.57
VTG AG,Germany,6,75.6,8.5,1,0,877.87
CANCOM SE,Germany,6,52,4,0,1,878.58
Great Canadian Gaming Corporation,Canada,8,65.1,7.5,0,1,878.74
Rallye,France,10,54.4,8.9,0,4,879.77
Ethan Allen Interiors Inc.,US,13,58.9,4.9,0,3,880.02
FelCor Lodging Trust Incorporated,US,10,57.2,10,0,2,881.32
State Auto Financial Corporation,US,8,63.9,8.9,0,2,881.33
Photo-Me International plc,UK,6,67.5,8.3,0,1,881.8
"Relypsa, Inc.",US,8,53.9,2.1,0,1,883.77
A.G. Barr plc,UK,9,54,11.2,0,1,885.25
Briggs & Stratton Corporation,US,9,57,6.8,0,1,888.81
Dorel Industries Inc.,Canada,9,64.6,18.8,1,2,889.97
DFS Furniture plc,UK,7,53.3,4.1,0,2,891.36
P. H. Glatfelter Company,US,9,62.6,11.6,0,1,892.72
Melrose Industries plc,UK,7,59.9,9.7,0,1,894.19
Intertape Polymer Group Inc.,Canada,8,62.7,5.5,0,0,896.54
CorVel Corporation,US,6,65.5,18.3,0,1,900.42
Primary Health Properties plc,UK,6,59,8.5,0,0,900.76
Magellan Aerospace Corporation,Canada,9,71.5,14.6,2,1,901.35
"National CineMedia, Inc.",US,10,62.3,5.4,0,1,902.82
Rofin-Sinar Technologies Inc.,US,11,59.7,9.3,0,1,902.97
"Inter Parfums, Inc.",US,9,62.1,18.2,1,0,904.34
"Web.com Group, Inc.",US,8,62,8.1,0,1,904.92
"Cempra, Inc.",US,8,57.6,6.8,0,1,905.21
"ADTRAN, Inc.",US,7,60.7,11.6,0,1,906.95
Wabash National Corporation,US,7,60,9.3,0,1,906.99
"Continental Building Products, Inc.",US,6,60.8,1.2,0,1,907.96
"MERCURY SYSTEMS, INC.",US,7,65.1,5.6,0,0,908.65
MDC Partners Inc.,US,5,63.8,4.4,1,1,909.07
Interparfums,France,9,61.1,12.2,0,3,910.29
"MacroGenics, Inc.",US,6,58.3,7.8,0,0,910.62
Chesapeake Utilities Corporation,US,10,62.9,10.1,0,1,911.77
"Safety Insurance Group, Inc.",US,6,65.5,11.5,0,0,914.35
KAZ Minerals plc,UK,8,54.8,6.4,0,1,915.92
Capstead Mortgage Corporation,US,8,63.1,10.9,0,1,917.25
"S&T Bancorp, Inc.",US,14,63.9,13.9,0,1,917.9
Stef,France,14,54.3,9.6,0,4,919.89
CIR-Compagnie Industriali Riunite SpA,Italy,13,61.5,13.8,0,3,919.99
Sacyr SA,Spain,14,64,6.8,0,1,921.03
"The Andersons, Inc.",US,10,62,10.9,0,2,923.9
"Supernus Pharmaceuticals, Inc.",US,7,66,7.9,0,0,924.18
YIT Oyj,Finland,6,56.3,3.3,0,2,924.9
Stewart Information Services Corporation,US,9,61.7,7.8,0,1,926.78
First BanCorp.,US,9,59.8,5.3,0,1,926.79
NovoCure Limited,US,10,58.9,7.7,0,0,927.18
"Sarepta Therapeutics, Inc.",US,6,62.7,4.5,0,1,930.25
Mcmillan Shakespeare Ltd,Australia,5,53.5,5.4,0,0,930.32
Beach Energy Limited,Australia,7,55.5,4.9,0,2,930.35
Engineering - Ingegneria Informatica - S.P.A.,Italy,10,59.3,9.9,0,2,931.37
Cliffs Natural Resources Inc.,US,9,58.8,2.8,0,1,931.45
Astronics Corporation,US,6,72.2,27.3,1,0,931.81
"Tile Shop Holdings, Inc.",US,8,54,2.4,0,0,932.13
"Sage Therapeutics, Inc.",US,7,55.4,2.1,0,0,934.01
IPH Ltd,Australia,5,58.3,1,0,2,934.35
"U.S. Concrete, Inc.",US,7,59.1,5.7,0,0,938.13
"Cash America International, Inc.",US,8,66.8,20.9,1,0,940
MBIA Inc.,US,8,63.3,5.4,0,2,940.37
"SPS Commerce, Inc.",US,7,53.6,5.4,0,1,940.39
Jenoptik AG,Germany,12,55.8,4.9,0,4,940.39
Cleanaway Waste Management Limited,Australia,8,61.5,2.8,0,1,940.69
BELMOND LTD.,US,8,58.9,5.6,0,2,941.4
Italtile Ltd,South Africa,9,49.7,8.7,2,3,941.85
"Kindred Healthcare, Inc.",US,11,56.9,6.1,0,2,942.71
Just Energy Group Inc.,Canada,11,55.5,3.5,0,2,945
GRAN TIERRA ENERGY INC.,US,8,60.9,0.9,0,0,945.76
Monotype Imaging Holdings Inc.,US,8,60.1,7,0,2,946.63
Tennant Company,US,9,58,8.1,0,2,947.48
Super Group Ltd,South Africa,8,56.5,6.4,3,1,948.3
Central Garden & Pet Company,US,9,65.4,11.8,0,1,948.33
"Amplify Snack Brands, Inc.",US,8,49.1,1.8,0,2,949.19
"Employers Holdings, Inc.",US,10,61.3,8.3,0,2,949.24
Banco Estado Do Rio Grande Do Sul SA,Brazil,9,60.2,,1,0,950.74
CLS Holdings plc,UK,12,56.9,8.6,0,2,951.32
Callaway Golf Company,US,9,66.8,10.3,0,1,952.56
"Ply Gem Holdings, Inc.",US,9,58.3,6.1,0,2,952.65
International Personal Finance plc,UK,8,56.3,3,0,2,952.98
Diodes Incorporated,US,7,70.9,15.9,0,0,953.94
Kinaxis Inc.,Canada,6,59.7,13,0,0,956.1
Aldermore Group plc,UK,10,54.9,2.6,0,2,956.6
Universal Electronics Inc.,US,7,64,14.4,1,0,956.87
FDM Group (Holdings) plc,UK,9,55.9,6.7,0,2,957
"Banc of California, Inc.",US,7,48.9,3.7,0,0,957.78
Spotless Group Holdings Ltd.,Australia,7,61.5,2,0,2,958.51
Attacq Ltd,South Africa,10,48.3,5.8,0,1,959
JSE Ltd,South Africa,12,51.8,7.2,1,6,959.99
Chemtrade Logistics Income Fund,Canada,7,63.7,7.4,0,2,961.56
"CIRCOR International, Inc.",US,7,61.4,7,0,0,961.94
Boralex Inc.,Canada,11,62.2,10.1,0,2,962.1
DO Deutsche Office AG,Germany,6,53.7,1.4,0,0,963.55
ARB Corporation Ltd.,Australia,6,61.2,18.8,0,0,966.64
Daewoo Shipbuilding & Marine Engineering Co.,South Korea,8,56,1,0,0,967.14
"LendingTree, Inc.",US,7,52,4.6,0,2,967.22
BNC Bancorp,US,15,65.5,9.9,0,1,968.13
"Gibraltar Industries, Inc.",US,7,60.6,4.6,0,2,969.69
Curro Holdings Ltd,South Africa,9,48.1,5.7,1,2,969.93
Sigma Pharmaceuticals Ltd.,Australia,7,59.8,6,0,2,970.21
Semapa - Sociedade de Investimento e Gestao S.A.,Portugal,11,55.6,7.3,0,0,971.4
N Brown Group plc,UK,9,57.8,8.9,1,3,971.82
BancFirst Corporation,US,19,67.7,13.9,3,1,972.26
"OSI Systems, Inc.",US,6,68.2,17.5,1,0,972.35
"Oxford Industries, Inc.",US,10,61.6,12.1,0,2,973.75
"ScanSource, Inc.",US,6,66.7,12,0,0,974.71
"Greatbatch, Inc.",US,9,60.3,8.3,0,2,975.02
TiVo Inc.,US,7,60.3,6.4,0,0,975.1
"Insys Therapeutics, Inc.",US,6,69.8,8.5,0,0,976.61
AO World plc,UK,7,55.7,6.4,0,1,977.09
AVG Technologies NV,Netherlands,7,56.3,5.7,0,0,977.73
"Interactive Intelligence Group, Inc.",US,6,62.8,11.2,0,0,977.88
National HealthCare Corporation,US,7,72.4,20,1,0,978.46
Burson Group Ltd.,Australia,4,,1.8,0,1,980.1
"Inogen, Inc.",US,6,56,4.5,0,1,980.23
"Maiden Holdings, Ltd.",US,5,56.4,8.8,0,0,981.78
Clarkson plc,UK,8,59.1,5.1,0,0,982.56
Westshore Terminals Investment Corporation,Canada,7,64.8,10.3,0,0,986.48
"Marcus & Millichap, Inc.",US,7,67.4,10.4,0,1,986.92
"James River Group Holdings, Ltd.",US,8,51.3,5.5,0,1,990.72
Datalogic Spa,Italy,8,51.5,6.8,0,2,991.98
"Bottomline Technologies (de), Inc.",US,10,62.7,15.5,1,1,992.86
Restaurant Group plc,UK,6,52.2,3.8,0,2,995.21
"Boston Private Financial Holdings, Inc.",US,9,61.1,4.7,0,5,995.3
zooplus AG,Germany,6,45.2,1.2,0,0,995.71
Virtusa Corporation,US,8,64.9,10.9,1,0,998.59
James Fisher & Sons plc,UK,7,60,6.1,0,1,999.34
Morgan Advanced Materials plc,UK,7,54.3,1.3,0,2,999.51
Tongaat Hulett Ltd,South Africa,11,56.1,6.9,2,5,1000.13
"Alarm.com Holdings, Inc.",US,6,56,5.7,0,0,1000.64
Tompkins Financial Corporation,US,14,62.4,9.9,0,3,1002.26
"Beneficial Bancorp, Inc.",US,9,60.1,8.9,0,2,1002.42
"Hyster-Yale Materials Handling, Inc.",US,10,67.3,3.8,1,1,1002.9
Transcontinental Inc.,Canada,14,55.6,9,0,5,1003
"Insight Enterprises, Inc.",US,10,59.3,9.9,0,2,1003.51
Schoeller-Bleckmann Oilfield Equipment AG,Austria,6,63,13,0,1,1004.16
Quotient Technology Inc.,US,5,53.8,6.4,0,1,1005.03
Mayne Pharma Group Limited,Australia,7,66,5.3,0,0,1007.62
PayPoint plc,UK,8,56.1,9.4,0,1,1009.46
Regis Healthcare Ltd,Australia,6,54.5,3.3,0,1,1010.72
Vonage Holdings Corp.,US,7,52.3,5.9,0,1,1011.9
Genworth Mortgage Insurance Australia Ltd,Australia,7,60,4,0,1,1014.43
"The Ensign Group, Inc.",US,7,63,9.1,1,1,1015.41
Keller Group plc,UK,9,60,5.9,0,2,1016.64
Primoris Services Corporation,US,7,67.9,6.7,0,0,1016.81
Pengrowth Energy Corporation,Canada,10,61.9,8.1,0,1,1018.24
Vossloh AG,Germany,6,,3.3,0,1,1019.15
iRobot Corporation,US,10,59.2,6.7,0,3,1021.03
"US Ecology, Inc.",US,6,60.8,5.7,0,1,1021.08
"Quad/Graphics, Inc.",US,8,59.5,9.8,0,1,1022.92
Leoni AG,Germany,12,56.8,6.8,0,3,1023.52
Barloworld Ltd,South Africa,13,54.4,8.7,2,4,1023.72
"Abaxis, Inc.",US,6,71,14,0,0,1024.65
Aimia Inc.,Canada,10,58.2,8,0,3,1024.94
"Benchmark Electronics, Inc.",US,11,57.7,4.8,0,2,1026.63
Multi-Color Corporation,US,7,55.4,7.4,0,0,1027.12
KAP Industrial Holdings Ltd.,South Africa,12,52.6,6,2,1,1027.22
Oceana Group Ltd.,South Africa,11,53,8.9,1,3,1027.29
"GAMCO Investors, Inc.",US,6,69.7,14.7,1,1,1027.43
Select Comfort Corporation,US,10,57.9,7.5,0,5,1028.49
Agree Realty Corporation,US,8,69.1,12.8,1,0,1030.08
"Dermira, Inc.",US,9,59,3,0,1,1030.65
Corporate Travel Management Ltd.,Australia,6,,4.7,0,1,1030.81
First Merchants Corporation,US,10,62.5,8.4,0,1,1031.37
Freehold Royalties Ltd.,Canada,8,58.1,4.3,0,1,1031.54
Permanent TSB Group Holdings plc,Ireland,6,56.7,3.5,0,2,1032.16
"Methode Electronics, Inc.",US,9,66.8,10.6,1,1,1034.3
Hill & Smith Holdings plc,UK,5,55.4,6.6,0,1,1034.65
SEACOR Holdings Inc.,US,7,65.1,13.9,0,0,1035.8
WSFS Financial Corporation,US,10,58.4,10.1,0,2,1035.85
"PennyMac Financial Services, Inc.",US,9,54.8,6.2,0,1,1036.25
Analogic Corporation,US,8,59.5,8,0,1,1036.48
ESCO Technologies Inc.,US,8,65.6,10.5,1,0,1037.58
"CESP, Companhia Energetica de Sao Paulo S.A.",Brazil,16,59.3,,1,0,1037.77
Boyd Group Income Fund,Canada,7,59.6,7.4,0,1,1038.04
"EnPro Industries, Inc.",US,9,62.6,6,0,1,1038.43
Cabot Microelectronics Corporation,US,9,61.8,7.1,0,2,1040.03
The Cato Corporation,US,7,60.6,10.4,0,0,1042.07
Brewin Dolphin Holdings plc,UK,8,58,4.6,0,3,1042.59
"Restoration Hardware Holdings, Inc.",US,9,54.2,4.6,0,2,1042.78
Infoblox Inc.,US,6,58.7,4.3,0,1,1043.01
St. Modwen Properties plc,UK,9,55.8,6.8,0,2,1044.1
ASTM S.p.A.,Italy,14,61,6.4,0,4,1046.5
"Badger Meter, Inc.",US,8,64.1,11.4,0,1,1047.35
The North West Company Inc.,Canada,10,58.1,7.9,0,3,1047.99
"FibroGen, Inc.",US,11,67,13.6,1,0,1049.17
Advantage Oil & Gas Ltd.,Canada,6,60.8,8,0,1,1049.51
Invocare Ltd.,Australia,6,57.8,5.7,0,2,1049.78
Braas Monier Building Group S.A.,Luxembourg,10,58.1,1.5,0,1,1049.78
Draegerwerk AG & Co. KGaA,Germany,11,58.8,6.1,0,1,1050.8
"Caleres, Inc.",US,10,62.6,9.2,0,4,1051.93
Clearwater Paper Corporation,US,6,63.2,5.3,0,2,1053.17
MAG Silver Corp.,Canada,8,57,5.4,0,1,1053.7
"Endologix, Inc.",US,8,59,5.5,0,1,1053.83
Green Dot Corporation,US,13,60.5,5.2,0,2,1054.29
Saft Groupe SA,France,7,53.6,5.6,0,3,1054.32
"United Fire Group, Inc.",US,12,59.6,11.5,0,4,1054.53
Usinas Siderurgicas De Minas Gerais S.A. - USIMINAS,Brazil,10,58,3.1,0,1,1055.35
"Schweitzer-Mauduit International, Inc.",US,8,61.9,9.4,0,1,1057.68
Kirkland Lake Gold Inc.,Canada,7,59.2,1.7,0,2,1058.9
"Q2 Holdings, Inc.",US,8,57,4.8,1,0,1059.13
"Summit Hotel Properties, Inc.",US,5,57,4,0,0,1061.74
American Woodmark Corporation,US,9,58.1,13.2,0,2,1063.45
"TerraForm Power, Inc.",US,9,46.9,2.2,0,0,1064.25
Adeptus Health Inc.,US,8,59.5,3.5,0,0,1066.66
BayWa AG,Germany,16,50,3.8,0,3,1066.85
"Puma Biotechnology, Inc.",US,9,56.4,1.6,0,0,1069.67
Terreno Realty Corporation,US,6,57,6,0,0,1070.45
DeVry Education Group Inc.,US,9,60.8,10.8,0,1,1071.16
Navistar International Corporation,US,9,57.2,7.3,0,0,1073.06
Fairmount Santrol Holdings Inc.,US,10,60.1,10.5,1,1,1074
Ameris Bancorp,US,8,60.1,8.8,0,0,1075.24
Allied Minds plc,UK,6,60.7,3.3,0,1,1076.14
"Rouse Properties, Inc.",US,8,55.1,2.9,0,0,1077.27
LDR Holding Corporation,US,6,53,7.5,0,0,1077.52
"Redwood Trust, Inc.",US,9,60,10.3,0,4,1078.27
SpartanNash Company,US,10,63.3,8.2,0,3,1080.31
Milacron Holdings Corp,US,9,54.7,3.3,0,0,1084.2
Metaldyne Performance Group Inc.,US,8,51.9,2,0,0,1085.49
"Installed Building Products, Inc.",US,9,57.2,5.3,0,2,1086.29
SGL Carbon SE,Germany,12,53.4,5.4,0,3,1086.86
TORC Oil & Gas Ltd.,Canada,7,58,3.9,0,0,1089.54
Bertrandt Aktiengesellschaft,Germany,6,72,9.4,0,2,1090.28
Circassia Pharmaceuticals plc,UK,11,56.9,5.9,0,2,1091.13
Stabilus SA,Luxembourg,4,58.5,1.5,0,0,1092.04
Guyana Goldfields Inc.,Canada,9,57.7,7.3,0,1,1094.93
ACCO Brands Corporation,US,10,63.5,6.4,0,1,1096.72
PennyMac Mortgage Investment Trust,US,9,59.4,6.3,0,2,1098.77
Uni-Select Inc.,Canada,10,59.9,3.3,0,2,1102.33
"Apollo Commercial Real Estate Finance, Inc.",US,7,58.9,4.4,0,0,1104.05
"McDermott International, Inc.",US,9,61.6,5.6,0,1,1105.65
"Atlas Air Worldwide Holdings, Inc.",US,9,66.2,7.8,0,1,1109.05
"Aerojet Rocketdyne Holdings, Inc.",US,8,63,5.6,0,1,1110.46
"BJ's Restaurants, Inc.",US,9,54.6,7.6,0,1,1110.75
Entertainment One Ltd.,UK,9,63,6.1,0,1,1111.24
Milestone Apartments Real Estate Investment Trust,Canada,6,61.2,3,0,1,1111.41
"PRA Group, Inc.",US,11,58.8,7.5,0,1,1111.89
Tutor Perini Corporation,US,10,68.8,9.1,0,1,1111.99
QLogic Corporation,US,8,65.5,5.9,1,1,1112.2
"ZELTIQ Aesthetics, Inc.",US,7,52.9,5.3,0,2,1112.24
"Qualys, Inc.",US,8,60.9,7.8,0,2,1113.25
Mattress Firm Holding Corp.,US,9,55.7,4.6,0,0,1114.58
Callidus Software Inc.,US,7,59.6,7.3,0,1,1116.12
Secure Energy Services Inc.,Canada,7,58,6.4,0,0,1117.66
Countrywide plc,UK,9,56.2,3.3,0,3,1119.06
"Halozyme Therapeutics, Inc.",US,9,55.8,5.2,0,3,1119.64
Hansteen Holdings plc,UK,8,59,10.6,0,2,1119.79
Ibstock PLC,UK,8,53.6,0.8,0,2,1121.09
TowneBank,US,26,69.7,12.3,1,3,1121.69
Standex International Corporation,US,10,65.4,13.2,0,0,1121.82
John Laing Group plc,UK,7,56.9,3.7,0,1,1122.06
Koninklijke Bam Groep NV,Netherlands,6,64.8,4.8,0,1,1122.29
Cubic Corporation,US,8,66.5,10.3,0,1,1123.04
Syrah Resources Ltd,Australia,5,68,2.4,0,0,1126.75
"Calavo Growers, Inc.",US,13,67.4,15.9,2,1,1127.55
"Interface, Inc.",US,9,58.9,11.2,0,1,1129.4
"Express, Inc.",US,6,59,4.2,0,1,1129.43
Rogers Corporation,US,8,61.4,5.1,0,2,1133.49
Groupe Fnac,France,11,51.5,2.5,0,3,1134.49
Tullett Prebon plc,UK,8,58,4.8,0,2,1135.92
Dairy Crest Group plc,UK,7,56.7,5.4,0,1,1140.23
Pason Systems Inc.,Canada,5,61.2,9.8,0,1,1144.49
"M.D.C. Holdings, Inc.",US,8,67.8,15.9,1,0,1145.83
Coface SA,France,11,53,3.5,0,4,1146.43
Ferro Corporation,US,7,58.9,5.4,0,0,1148.73
Union Bankshares Corporation,US,17,64.9,6.6,1,3,1149.65
Gigamon Inc.,US,8,59.3,3,0,1,1149.69
Lucara Diamond Corp.,Canada,7,53.9,6.9,0,2,1150.12
NCC Group plc,UK,6,54.7,7.5,0,1,1150.18
LSR Group PJSC,Russia,13,49.5,2.5,0,2,1150.89
"Smart & Final Stores, Inc.",US,9,55.2,2.9,0,0,1151.29
G8 Education Limited,Australia,6,50.4,3,0,1,1151.38
Euro Disney SCA,France,12,60.5,6.5,0,5,1151.55
Innospec Inc.,US,7,64.1,6.1,1,0,1153
Kaman Corporation,US,10,63.5,10,0,2,1155.32
Seven Group Holdings Ltd.,Australia,9,58.2,8.7,0,0,1155.87
Coca-Cola Bottling Co. Consolidated,US,12,59.6,9.7,0,3,1157.16
Mullen Group Ltd.,Canada,7,60.6,11.9,0,0,1157.72
DNO ASA,Norway,5,57.8,5,0,2,1159.68
AK Steel Holding Corporation,US,10,62.7,7.4,0,1,1159.89
"Globalstar, Inc.",US,6,60.7,8.8,0,0,1159.92
"Penn National Gaming, Inc.",US,8,66.4,13.1,1,2,1162.73
"Benefitfocus, Inc.",US,8,51,7.1,0,1,1163.44
"BofI Holding, Inc.",US,9,54.4,7,0,0,1163.47
"Ruckus Wireless, Inc.",US,6,55.5,6.7,0,1,1165.29
KB Home,US,10,63.5,7.2,0,1,1165.93
Opera Software ASA,Norway,8,48.8,3.4,0,3,1167.31
Superior Plus Corp.,Canada,10,61.6,7.6,0,2,1167.56
Essendant Inc.,US,9,55.3,7.4,0,2,1169.61
"Neenah Paper, Inc.",US,7,64.4,9.3,0,1,1170.61
"NCI Building Systems, Inc.",US,11,61.5,8.7,0,1,1170.83
Russel Metals Inc.,Canada,10,65,7.7,0,3,1170.97
Irish Continental Group plc,Ireland,6,54.8,11.2,0,1,1171.01
"EVERTEC, Inc.",US,9,60.3,1.6,0,2,1171.67
Hamburger Hafen und Logistik AG,Germany,12,,4.7,0,2,1172.42
Safestore Holdings plc,UK,6,56.7,4.5,0,1,1172.47
Wacker Neuson SE,Germany,6,62,6,0,0,1174.14
MEG Energy Corp.,Canada,8,57.6,7.8,0,0,1176.73
Caesars Entertainment Corporation,US,11,57,7.5,0,0,1176.94
OneSavings Bank plc,UK,11,60,3.5,0,2,1177.43
Loral Space & Communications Inc.,US,6,65.5,9.2,1,1,1177.61
Telecom Plus plc,UK,6,52.7,7.8,0,0,1177.82
Concordia Healthcare Corp.,Canada,6,52.2,1.8,0,1,1178.98
Sirtex Medical Ltd.,Australia,5,68,8.8,0,1,1179.84
"STURM, RUGER & COMPANY, INC.",US,8,63.5,7,0,1,1181.19
Halfords Group plc,UK,6,53.7,3.2,0,3,1181.33
"KCG Holdings, Inc.",US,9,55.4,2.6,0,2,1181.34
"HFF, Inc.",US,8,59.5,8,0,3,1182.78
"Cynosure, Inc.",US,6,60.7,8.5,0,1,1184.13
888 Holdings plc,UK,5,54.6,7,0,0,1184.4
"BMC Stock Holdings, Inc.",US,8,57.9,2,0,0,1184.41
Sims Metal Management Limited,Australia,10,62.6,3.6,0,3,1186.01
Nationstar Mortgage Holdings Inc.,US,6,57.2,4,0,0,1186.13
Paradise Co.,South Korea,5,54.8,6.6,0,0,1186.2
Hochschild Mining plc,UK,8,56.1,7.9,0,0,1186.32
"SPX FLOW, Inc.",US,8,59.5,0.9,0,1,1188.14
"Knoll, Inc.",US,10,63.3,13.8,0,3,1191.7
SIG plc,UK,8,57.9,5,0,2,1191.75
"Comfort Systems USA, Inc.",US,9,61.1,9.9,0,1,1191.85
